Timestamp,Step,train_loss,val_loss,time_ms,tokens_per_second,learning_rate
2025-03-28T14:53:00,86,NA,NA,26462.327584,NA,NA
2025-03-28T14:53:00,86,NA,NA,NA,9.674130,NA
2025-03-28T14:53:00,86,NA,NA,NA,NA,0.000929
2025-03-28T14:53:28,87,17.989328,NA,NA,NA,NA
2025-03-28T14:53:28,87,NA,NA,26615.291362,NA,NA
2025-03-28T14:53:28,87,NA,NA,NA,9.618531,NA
2025-03-28T14:53:28,87,NA,NA,NA,NA,0.000927
2025-03-28T14:53:56,88,18.883873,NA,NA,NA,NA
2025-03-28T14:53:56,88,NA,NA,26505.561566,NA,NA
2025-03-28T14:53:56,88,NA,NA,NA,9.658350,NA
2025-03-28T14:53:56,88,NA,NA,NA,NA,0.000925
2025-03-28T14:54:22,89,17.841295,NA,NA,NA,NA
2025-03-28T14:54:22,89,NA,NA,26488.226009,NA,NA
2025-03-28T14:54:22,89,NA,NA,NA,9.664671,NA
2025-03-28T14:54:22,89,NA,NA,NA,NA,0.000924
2025-03-28T14:55:03,90,NA,17.799988,NA,NA,NA
2025-03-28T14:55:30,90,20.046110,NA,NA,NA,NA
2025-03-28T14:55:30,90,NA,NA,26769.502477,NA,NA
2025-03-28T14:55:30,90,NA,NA,NA,9.563122,NA
2025-03-28T14:55:30,90,NA,NA,NA,NA,0.000922
2025-03-28T14:55:58,91,18.423683,NA,NA,NA,NA
2025-03-28T14:55:58,91,NA,NA,26524.247485,NA,NA
2025-03-28T14:55:58,91,NA,NA,NA,9.651546,NA
2025-03-28T14:55:58,91,NA,NA,NA,NA,0.000920
2025-03-28T14:56:26,92,17.629513,NA,NA,NA,NA
2025-03-28T14:56:26,92,NA,NA,26684.112010,NA,NA
2025-03-28T14:56:26,92,NA,NA,NA,9.593724,NA
2025-03-28T14:56:26,92,NA,NA,NA,NA,0.000919
2025-03-28T14:56:54,93,17.708862,NA,NA,NA,NA
2025-03-28T14:56:54,93,NA,NA,26575.864902,NA,NA
2025-03-28T14:56:54,93,NA,NA,NA,9.632800,NA
2025-03-28T14:56:54,93,NA,NA,NA,NA,0.000917
2025-03-28T14:57:23,94,16.974585,NA,NA,NA,NA
2025-03-28T14:57:23,94,NA,NA,26705.969337,NA,NA
2025-03-28T14:57:23,94,NA,NA,NA,9.585872,NA
2025-03-28T14:57:23,94,NA,NA,NA,NA,0.000915
2025-03-28T14:57:51,95,16.536123,NA,NA,NA,NA
2025-03-28T14:57:51,95,NA,NA,26559.841873,NA,NA
2025-03-28T14:57:51,95,NA,NA,NA,9.638612,NA
2025-03-28T14:57:51,95,NA,NA,NA,NA,0.000914
2025-03-28T14:58:17,96,17.138304,NA,NA,NA,NA
2025-03-28T14:58:17,96,NA,NA,26296.814016,NA,NA
2025-03-28T14:58:17,96,NA,NA,NA,9.735020,NA
2025-03-28T14:58:17,96,NA,NA,NA,NA,0.000912
2025-03-28T14:58:45,97,17.686977,NA,NA,NA,NA
2025-03-28T14:58:45,97,NA,NA,26721.722986,NA,NA
2025-03-28T14:58:45,97,NA,NA,NA,9.580220,NA
2025-03-28T14:58:45,97,NA,NA,NA,NA,0.000910
2025-03-28T14:59:14,98,18.221437,NA,NA,NA,NA
2025-03-28T14:59:14,98,NA,NA,27798.827966,NA,NA
2025-03-28T14:59:14,98,NA,NA,NA,9.209022,NA
2025-03-28T14:59:14,98,NA,NA,NA,NA,0.000908
2025-03-28T14:59:42,99,18.033911,NA,NA,NA,NA
2025-03-28T14:59:42,99,NA,NA,27952.810572,NA,NA
2025-03-28T14:59:42,99,NA,NA,NA,9.158292,NA
2025-03-28T14:59:42,99,NA,NA,NA,NA,0.000906
2025-03-28T15:00:23,100,NA,17.199997,NA,NA,NA
2025-03-28T15:09:13,100,18.584986,NA,NA,NA,NA
2025-03-28T15:09:13,100,NA,NA,26960.445344,NA,NA
2025-03-28T15:09:13,100,NA,NA,NA,9.495392,NA
2025-03-28T15:09:13,100,NA,NA,NA,NA,0.000905
2025-03-28T15:09:40,101,16.771843,NA,NA,NA,NA
2025-03-28T15:09:40,101,NA,NA,26795.808058,NA,NA
2025-03-28T15:09:40,101,NA,NA,NA,9.553733,NA
2025-03-28T15:09:40,101,NA,NA,NA,NA,0.000903
2025-03-28T15:10:07,102,17.524679,NA,NA,NA,NA
2025-03-28T15:10:07,102,NA,NA,26842.940080,NA,NA
2025-03-28T15:10:07,102,NA,NA,NA,9.536959,NA
2025-03-28T15:10:07,102,NA,NA,NA,NA,0.000901
2025-03-28T15:10:35,103,17.193411,NA,NA,NA,NA
2025-03-28T15:10:35,103,NA,NA,26619.930141,NA,NA
2025-03-28T15:10:35,103,NA,NA,NA,9.616855,NA
2025-03-28T15:10:35,103,NA,NA,NA,NA,0.000899
